"gene_symbol","logFC","logCPM","F","PValue","BH_FDR_full_transcriptome_within_cell_type_supplementary","predicted_for_any_chemical_form","predicted_for_all_chemical_forms","predicted_for_any_sulfate_or_glucuronide","predicted_for_all_sulfate_and_glucuronide_forms","cell_type","minimum_nuclei","n_donors","n_et_donors","n_control_donors","nominal_p_lt_0_05","BH_FDR_all_target_gene_cell_type_tests_within_threshold_supplementary"
"GSK3B",-0.126758412759912,8.12093363554043,4.32138384442355,0.0398575133107632,0.314122957427828,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,TRUE,0.352074700911742
"PDE4D",0.197882477053765,8.45403786276881,4.25541627979045,0.0413585501817681,0.472109727820676,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,TRUE,0.360344659554815
"ALK",0.299317910722979,6.39875881677099,4.26054092280711,0.0414118219385465,0.337871326119511,TRUE,FALSE,FALSE,FALSE,"OPC",10,108,16,92,TRUE,0.360344659554815
"FDFT1",-0.351441519719216,5.25125449089316,4.17447182417016,0.0432231962401151,0.532604792847886,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,TRUE,0.373100637338783
"PRKCE",-0.122053774439143,9.1864526098754,4.14970365546349,0.0438670811394315,0.347009928297344,TRUE,FALSE,TRUE,TRUE,"OPC",10,108,16,92,TRUE,0.373100637338783
"PRKCA",0.418485168029421,7.75074481494439,4.15993878414559,0.0441172400908303,0.422156349145014,TRUE,FALSE,TRUE,TRUE,"Pericytes",10,102,16,86,TRUE,0.373100637338783
"KAT2B",0.182122567569329,6.91927524278981,4.13980478124524,0.0441577083642814,0.331574652721908,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",10,108,16,92,TRUE,0.373100637338783
"BACE1",0.228471620603182,5.56378062495003,4.09414661671555,0.0452109906359641,0.483016364963133,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,TRUE,0.379251907061396
"DYRK1A",-0.170141795248242,8.24580007403252,4.07344437363494,0.0455842630242284,0.559814567025878,TRUE,FALSE,TRUE,TRUE,"UBC",10,107,16,91,TRUE,0.379651790616074
"PRKCE",-0.161222542219234,9.09744914704353,4.06215593829105,0.0460702642023675,0.628125394747241,TRUE,FALSE,TRUE,TRUE,"Purkinje",10,108,16,92,TRUE,0.380978213191209
"DOT1L",0.296692987015944,5.55360544661415,4.03463043920133,0.0469718597567265,0.340539673206746,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",10,108,16,92,TRUE,0.385523474815835
"PPARA",0.32480579415781,3.92896506408305,4.00732276884286,0.0475375312729642,0.611492361423173,TRUE,FALSE,TRUE,TRUE,"MLI_1",10,108,16,92,TRUE,0.385523474815835
"AR",0.430834480198391,-0.12179661507231,3.99674747666824,0.0476118185021271,0.313654389260293,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,TRUE,0.385523474815835
"ERCC5",0.240214567673724,6.3033537460089,3.98785906269975,0.0480721701860672,0.637686905102684,TRUE,FALSE,FALSE,FALSE,"Purkinje",10,108,16,92,TRUE,0.386566554737616
"BACE1",0.314814957774671,5.94626716749608,3.94803178362916,0.0489501559457792,0.577729589676215,TRUE,FALSE,TRUE,FALSE,"UBC",10,107,16,91,TRUE,0.390930697484785
"PRKCB",-0.265475825568831,7.69943261401934,3.93841449366234,0.0497061589388434,0.568218066482862,TRUE,FALSE,TRUE,TRUE,"PLI",10,107,16,91,TRUE,0.394267900154364
"CA2",0.485574689165422,1.66440071913375,3.87565158258577,0.0511284329712631,0.218655307157854,TRUE,TRUE,TRUE,TRUE,"Bergmann",10,108,16,92,FALSE,0.402809140841168
"TET2",0.30045747275253,5.80714934975516,3.85078525056721,0.0521094199670654,0.567150450871457,TRUE,FALSE,TRUE,TRUE,"Endocytes",10,107,16,91,FALSE,0.406020984611787
"SIRT1",-0.190513344496366,5.43131904474699,3.8474317055972,0.0522325451901956,0.350311288390342,TRUE,FALSE,FALSE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.406020984611787
"PRKCB",-0.300201505922663,7.33406561613542,3.83593443267055,0.05279689965214,0.222056369665553,TRUE,FALSE,TRUE,TRUE,"Bergmann",10,108,16,92,FALSE,0.4076899668503
"GSK3B",-0.132862542854964,8.22320238113449,3.80547672798132,0.0533376362991072,0.596442241255036,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.40807623204927
"TOP2B",-0.175377720680901,7.3717342583295,3.80024691683548,0.0536496412320551,0.361739609946471,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.40807623204927
"MET",0.450605582206405,-0.572083184271335,3.77815294454569,0.053896860836696,0.333612798607502,TRUE,FALSE,TRUE,TRUE,"Granule",10,109,16,93,FALSE,0.40807623204927
"TRPV1",0.223104749684035,5.12659425837411,3.75529638468659,0.0551762846923734,0.227848514103853,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.415068051298757
"TRPV1",0.253893206882392,5.21563036345112,3.72748007445609,0.0559711110595005,0.363075207026875,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.416900179601483
"HIF1A",0.154511618294286,6.64327725675904,3.72221929143591,0.0562381030812834,0.229753561536329,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.416900179601483
"HDAC6",0.20765506054403,5.62282255149946,3.71449279959,0.0564924771672678,0.230229590329561,TRUE,FALSE,FALSE,FALSE,"Bergmann",10,108,16,92,FALSE,0.416900179601483
"TRPV1",0.273776078669427,5.26785679187909,3.68770529826972,0.0571180231093807,0.523997657490419,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.417325166312889
"TOP2B",-0.170590700509775,7.35322032835684,3.67718624113696,0.057567689490702,0.39113531143094,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.417325166312889
"PPARA",0.474106234123239,4.29118739885428,3.66381184428843,0.0576238008373715,0.602958425122436,TRUE,FALSE,TRUE,TRUE,"MLI_2",10,106,16,90,FALSE,0.417325166312889
"MAPK10",0.132078956895901,9.03460316345654,3.65783555464826,0.0581121594309066,0.541211762064983,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.418264061089118
"DOT1L",0.32613441041414,5.48032679959777,3.59557527564038,0.0605648410337069,0.373252451879177,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.433242973284062
"SGMS1",-0.2114383112401,7.73387498605331,3.54215006483452,0.0623563769655049,0.605440875762347,TRUE,FALSE,FALSE,FALSE,"Endocytes",10,107,16,91,FALSE,0.439094648008793
"KDM6B",0.340066348703034,5.54946037389092,3.54092540262712,0.0624242122078837,0.535610744845035,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.439094648008793
"LYPLA1",-0.154840464229746,5.00918840971079,3.52653878758002,0.0630140300848161,0.244402535171044,TRUE,FALSE,FALSE,FALSE,"Bergmann",10,108,16,92,FALSE,0.439094648008793
"TOP2B",-0.170696573599569,7.3204460369548,3.51905079580971,0.0632010519376097,0.380811517626066,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.439094648008793
"YWHAG",0.204137920811331,6.415779736842,3.50129313162372,0.063829121877298,0.391064213511796,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.439094648008793
"GSK3B",-0.10764785445231,8.13456744387577,3.49711300760189,0.0639856058181804,0.391464327692891,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.439094648008793
"CNR1",-0.244423789080752,5.55322666781133,3.49160222699049,0.0641981308544055,0.392089258261896,TRUE,TRUE,TRUE,TRUE,"Oligodendrocytes",10,108,16,92,FALSE,0.439094648008793
"SGMS2",-0.459959909864579,4.14691130115485,3.47533191925383,0.0643955272808779,0.611080056982786,TRUE,FALSE,FALSE,FALSE,"Endocytes",10,107,16,91,FALSE,0.439094648008793
"KAT2B",0.177490254659751,6.85994081444625,3.44893016667973,0.0657476130378967,0.547380099373808,TRUE,FALSE,FALSE,FALSE,"Microglia",10,108,16,92,FALSE,0.444422519652125
"FYN",0.154270512926418,8.33461553386703,3.44657300264102,0.0659391903085915,0.387468802109591,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.444422519652125
"ESRRB",0.502499239669733,1.44744138308733,3.42331938020459,0.0664967400049819,0.251942389932668,TRUE,FALSE,FALSE,FALSE,"Bergmann",10,108,16,92,FALSE,0.445590568896632
"APP",-0.145786394563767,8.43567474906136,3.42251090297408,0.0668768006491514,0.390512746647724,TRUE,TRUE,TRUE,TRUE,"Astrocytes",10,108,16,92,FALSE,0.445590568896632
"DYRK1A",-0.149599984980523,8.11412800362511,3.38324560933519,0.0683148398974494,0.683997016843164,TRUE,FALSE,TRUE,TRUE,"Purkinje",10,108,16,92,FALSE,0.452585814320602
"JUN",0.535811873180579,4.59763460008825,3.3658240697925,0.0688456463068401,0.634914912474203,TRUE,FALSE,TRUE,TRUE,"MLI_2",10,106,16,90,FALSE,0.452857278989407
"F3",0.617976684274619,2.61440562606559,3.35713065246569,0.0695019860042829,0.258346910362236,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.452857278989407
"TET2",0.256222978244735,5.61925971774093,3.34189459465346,0.0695209716458867,0.636006004127973,TRUE,FALSE,TRUE,TRUE,"PLI",10,107,16,91,FALSE,0.452857278989407
"APP",-0.210454684061912,8.7735673772615,3.339297833151,0.0702338841905263,0.63026361992697,TRUE,TRUE,TRUE,TRUE,"Endocytes",10,107,16,91,FALSE,0.454959494256409
"CA4",0.384955319290438,6.1904491874912,3.33550169717251,0.0706801680706645,0.425485870557099,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.455320861714888
"ERCC5",0.168801631019488,6.07877407998405,3.27316945030005,0.0730145401340493,0.690003002657458,TRUE,FALSE,FALSE,FALSE,"MLI_1",10,108,16,92,FALSE,0.46777447140825
"PDE4D",0.247417032959999,8.38176402997114,3.23951399392144,0.0745427324661632,0.640677076674462,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.474955333636865
"CA4",0.355124051634331,6.1976164856054,3.20573428855453,0.0762910444394906,0.420446968250662,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.48345303161112
"SOAT1",-0.243143545843735,3.77263056043513,3.14744054778901,0.0784668124325937,0.421751079146957,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.494552990791374
"PTPN1",-0.160157191746305,5.96035008287292,3.06716944961687,0.0824261000123839,0.584784554929301,TRUE,TRUE,TRUE,TRUE,"Microglia",10,108,16,92,FALSE,0.516714153841073
"SYNJ2",-0.363673436414196,3.31462736677984,3.0099545316405,0.0851620764931381,0.705838500139555,TRUE,FALSE,TRUE,FALSE,"MLI_1",10,108,16,92,FALSE,0.531010594604273
"CA4",0.376206353781923,6.17930027546024,3.00135508150279,0.086168759042501,0.43457933124436,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.534429643848703
"GSK3B",-0.116856457824834,8.31598431069142,2.89924601955745,0.0909694377222051,0.649944959456957,TRUE,FALSE,TRUE,FALSE,"UBC",10,107,16,91,FALSE,0.559054261286946
"HIF1A",0.211640638794809,6.63303783458588,2.90338457286344,0.0910980357157116,0.677300329156634,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.559054261286946
"CNR1",-0.265167785530994,5.50811508415388,2.8718114508946,0.092944804807711,0.446777589737185,TRUE,TRUE,TRUE,TRUE,"Astrocytes",10,108,16,92,FALSE,0.56457762171299
"TET2",0.318468309469237,5.64673569491182,2.86223078716615,0.0929664694415901,0.652194886609396,TRUE,FALSE,TRUE,TRUE,"UBC",10,107,16,91,FALSE,0.56457762171299
"LYPLA1",-0.143608997693772,5.11995151811916,2.85518770577264,0.0936598967265438,0.474405904667796,TRUE,FALSE,FALSE,FALSE,"OPC",10,108,16,92,FALSE,0.565841655871244
"EPHX2",-0.187107226572599,4.69950303397073,2.83814478082237,0.0947094108634903,0.724990367989583,TRUE,FALSE,TRUE,FALSE,"MLI_1",10,108,16,92,FALSE,0.567144827207314
"DOT1L",0.323480926703969,5.29985001001789,2.83412898691451,0.094848405922321,0.7206557246476,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.567144827207314
"ERCC5",0.167153494636893,6.08851682584702,2.82064131328511,0.0957319884522124,0.4651119871074,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.569507645588162
"ALOX5",0.296084214853846,6.06175831852723,2.77480937496679,0.0980904421621402,0.659106190792331,TRUE,TRUE,TRUE,TRUE,"UBC",10,107,16,91,FALSE,0.576520540152306
"ERCC5",0.204751602615495,6.23878911491836,2.76870233811192,0.0983743531924787,0.679829297472363,TRUE,FALSE,FALSE,FALSE,"PLI",10,107,16,91,FALSE,0.576520540152306
"ALK",0.317989677354258,3.68120762362642,2.77161782866589,0.0983941573673319,0.472096006827895,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.576520540152306
"APEX1",-0.258052667516665,3.39234568789824,2.72817857159436,0.100976454406226,0.477523421958919,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.583396838788905
"YWHAG",0.170341698566355,6.40858074627529,2.73113018006555,0.10123401409892,0.435873138940999,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.583396838788905
"PGR",-0.476763719129599,4.07138938343703,2.71548446289823,0.101494861080933,0.694270450738885,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.583396838788905
"NR1H3",0.169004981649954,3.14300475383445,2.72454606609056,0.101569089428943,0.436027117013664,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.583396838788905
"TET1",0.175527243509108,5.85318450631175,2.70840950082239,0.102411252407162,0.613418442341058,TRUE,FALSE,TRUE,TRUE,"Microglia",10,108,16,92,FALSE,0.585350589738973
"KDM1A",-0.154270309056559,6.16599583277567,2.65518907149093,0.105949543000695,0.464494819686771,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.594437142995995
"FABP7",-0.304219127151742,3.49318092088333,2.63093838936649,0.107179281263099,0.500763620765509,TRUE,FALSE,TRUE,TRUE,"OPC",10,108,16,92,FALSE,0.594437142995995
"APEX1",-0.219886410833508,3.15084484999171,2.63655911568001,0.107199925642565,0.447605620586892,TRUE,FALSE,FALSE,FALSE,"Granule",10,109,16,93,FALSE,0.594437142995995
"CA4",0.488774992260547,6.22580245663111,2.63948555307555,0.107341757000625,0.709534331483252,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.594437142995995
"PRKCE",-0.113146962944847,9.17664943914943,2.62368674763822,0.108014720819027,0.467407048351003,TRUE,FALSE,TRUE,TRUE,"Astrocytes",10,108,16,92,FALSE,0.594437142995995
"POLA1",-0.171309203895341,6.97990436220458,2.61811399675608,0.108394086934439,0.707181027351708,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.594437142995995
"DAB2IP",-0.179310754762118,8.74491674793313,2.60066330686846,0.109557381922625,0.709458073207055,TRUE,FALSE,FALSE,FALSE,"Endocytes",10,107,16,91,FALSE,0.594437142995995
"CA4",0.3738004976324,6.68102012382013,2.58145988683815,0.110174073692836,0.567047396286158,TRUE,FALSE,TRUE,FALSE,"Pericytes",10,102,16,86,FALSE,0.594437142995995
"DAB2IP",-0.14634714539585,8.38505875879432,2.56609933126059,0.111732361165597,0.642296871729861,TRUE,FALSE,FALSE,FALSE,"Golgi",10,106,16,90,FALSE,0.594437142995995
"FABP3",-0.334014529250507,2.19041510135768,2.56621514544609,0.111784761966591,0.337964755540195,TRUE,FALSE,TRUE,TRUE,"Bergmann",10,108,16,92,FALSE,0.594437142995995
"PTK2",-0.126022040711651,8.90385472165127,2.54999163838373,0.112660592186351,0.709571608414392,TRUE,FALSE,FALSE,FALSE,"PLI",10,107,16,91,FALSE,0.594437142995995
"HSP90AB1",0.311091616092481,7.95180219932726,2.55207545140472,0.113230924367974,0.730924539597644,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.594437142995995
"ALOX5",0.235263081043199,6.0125853614979,2.54243001148855,0.113760717502237,0.457910017831971,TRUE,TRUE,TRUE,TRUE,"Granule",10,109,16,93,FALSE,0.594437142995995
"LTB4R",-0.193415193379113,1.57703690484018,2.53780543991342,0.113884642131969,0.458051980706502,TRUE,FALSE,FALSE,FALSE,"Granule",10,109,16,93,FALSE,0.594437142995995
"POLA1",-0.16003339116505,6.92950286276172,2.53371751586765,0.113987815792358,0.644734425956646,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.594437142995995
"PTPN1",-0.142384132124275,5.89764385939933,2.53028434207198,0.114331868818912,0.511948563527897,TRUE,TRUE,TRUE,TRUE,"OPC",10,108,16,92,FALSE,0.594437142995995
"BRAF",-0.0918861549831245,8.46438639549623,2.52050388365083,0.115036942072801,0.512806933612068,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.594437142995995
"CA9",0.33459444179266,2.97868647626118,2.51637420413948,0.115101067459983,0.74170443929704,TRUE,TRUE,TRUE,TRUE,"MLI_1",10,108,16,92,FALSE,0.594437142995995
"PRKCE",-0.100354954278889,9.19516373037741,2.52012629277591,0.115110613491909,0.500265579825561,TRUE,FALSE,TRUE,TRUE,"Oligodendrocytes",10,108,16,92,FALSE,0.594437142995995
"CA3",-0.222979577219717,4.60896591471318,2.49491748322826,0.116688725895389,0.642187685232059,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.594437142995995
"SLC16A1",-0.212282609132802,3.61636308676083,2.49767170406577,0.116820547145634,0.345802899305076,TRUE,FALSE,FALSE,FALSE,"Bergmann",10,108,16,92,FALSE,0.594437142995995
"SNCA",0.148616666862901,8.09749301603451,2.48025235449268,0.117672968993137,0.692351390529047,TRUE,TRUE,TRUE,TRUE,"UBC",10,107,16,91,FALSE,0.594437142995995
"FABP7",-0.220172222752569,3.37486241295163,2.48289119288527,0.117879857908079,0.347706023829534,TRUE,FALSE,TRUE,TRUE,"Bergmann",10,108,16,92,FALSE,0.594437142995995
"BRAF",-0.0959066844906932,8.38059415257657,2.48085524176847,0.118076101039203,0.347732139561935,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.594437142995995
"SYNJ2",0.313523168929193,4.09759199407729,2.47848707292454,0.118339918732584,0.348202075890218,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.594437142995995
"DAB2IP",-0.163946246508867,8.43525448180827,2.47652759076552,0.118394120974551,0.348238854243745,TRUE,FALSE,FALSE,FALSE,"Bergmann",10,108,16,92,FALSE,0.594437142995995
"CA4",0.335413933501184,6.28374233093961,2.47540702482646,0.118664558564119,0.466909643378478,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.594437142995995
"ABHD16A",-0.194728718785577,0.905777364871816,2.46697232629011,0.118873621112888,0.467134356803809,TRUE,FALSE,FALSE,FALSE,"Granule",10,109,16,93,FALSE,0.594437142995995
"MAPK10",0.127715805757552,9.14514312014752,2.46142320957108,0.119060352338824,0.696021753374795,TRUE,FALSE,TRUE,FALSE,"UBC",10,107,16,91,FALSE,0.594437142995995
"ADORA1",-0.230922591508619,5.45769588940331,2.45583433994998,0.119597581940687,0.65000234495965,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.594437142995995
"HIF1A",0.133018592747065,6.64180023721562,2.45597098010246,0.119826670665414,0.482024103248092,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.594437142995995
"CA3",-0.267875324971061,4.66445962053065,2.44010188195815,0.120795585066995,0.747684714154476,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.594437142995995
"HDAC6",0.246834371102575,5.70552272413571,2.43969848953874,0.120824702307076,0.732407273308509,TRUE,FALSE,FALSE,FALSE,"MLI_2",10,106,16,90,FALSE,0.594437142995995
"PTK2",0.111007255872201,8.97326347948786,2.42358495290545,0.121908891363413,0.696470815711957,TRUE,FALSE,FALSE,FALSE,"UBC",10,107,16,91,FALSE,0.595958608284874
"MCL1",-0.4595826005248,5.78185941898751,2.42553240470249,0.12238313330729,0.724919622754679,TRUE,TRUE,TRUE,TRUE,"Endocytes",10,107,16,91,FALSE,0.595958608284874
"HDAC6",0.161887370331303,5.59699431045396,2.41807720240896,0.122667295015755,0.746955715863934,TRUE,FALSE,FALSE,FALSE,"MLI_1",10,108,16,92,FALSE,0.595958608284874
"EPHX2",0.229295272454814,4.66919133926564,2.40308118758041,0.123596277306878,0.650083045830954,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.597980329210868
"HDAC6",0.227409010150235,5.67925774092446,2.39153901244131,0.124587339386444,0.759326028005413,TRUE,FALSE,FALSE,FALSE,"Purkinje",10,108,16,92,FALSE,0.598179056357405
"CNR1",-0.202825349443835,5.58720056034317,2.39430446312698,0.124663388246011,0.475307938691448,TRUE,TRUE,TRUE,TRUE,"Granule",10,109,16,93,FALSE,0.598179056357405
"DAB2IP",-0.165922455563964,8.45018431425222,2.37658314813352,0.125728392242348,0.70248289729696,TRUE,FALSE,FALSE,FALSE,"UBC",10,107,16,91,FALSE,0.598373712303903
"CNR1",-0.195957570226159,6.4297725191964,2.37286537408613,0.125730325484096,0.737630573244406,TRUE,TRUE,TRUE,TRUE,"PLI",10,107,16,91,FALSE,0.598373712303903
"SYNJ2",0.294282659656204,3.65354926804882,2.36317524206048,0.126631478920456,0.531620175501827,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.598961336159874
"CYP19A1",0.376078208584898,-1.01750591352055,2.35565418341107,0.126881174984124,0.479882176378993,TRUE,TRUE,TRUE,TRUE,"Granule",10,109,16,93,FALSE,0.598961336159874
"ESRRA",0.219897300747126,3.07582050959599,2.35141647164419,0.127908499503605,0.363872533405376,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.600669439894119
"CTNNB1",0.148284265502356,7.66921251031813,2.33991813809884,0.128469122304125,0.739079815248371,TRUE,FALSE,TRUE,FALSE,"PLI",10,107,16,91,FALSE,0.600669439894119
"JUN",0.337138913629148,4.67970012001294,2.33040240912951,0.128788473390677,0.739079815248371,TRUE,FALSE,TRUE,TRUE,"PLI",10,107,16,91,FALSE,0.600669439894119
"YWHAG",0.288480239866595,6.96741620145373,2.32830617349472,0.1300930032624,0.765992264250715,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.601998646711552
"ALOX5",-0.267319159183981,5.91280949548787,2.32435247100113,0.13010605400627,0.670597479553622,TRUE,TRUE,TRUE,TRUE,"Golgi",10,106,16,90,FALSE,0.601998646711552
"EIF4A1",0.349491272251654,4.79844076884293,2.29888158993415,0.131963823849754,0.734150584825509,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.604870976035674
"KDM6B",0.243826788655421,5.30864419771255,2.29458902757387,0.132741440924298,0.371235305275296,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.604870976035674
"PLK1",-0.162471029937355,1.73181927474247,2.28505651425671,0.133380063612397,0.489933918229308,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.604870976035674
"PPARD",-0.267321335414544,5.63808677415627,2.27818919215749,0.133516622715372,0.704029977547341,TRUE,FALSE,TRUE,FALSE,"UBC",10,107,16,91,FALSE,0.604870976035674
"TET3",-0.160983023066409,6.85152232977266,2.27139341660989,0.134329133802335,0.677108079378206,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.604870976035674
"NR1H2",0.205045040115864,4.3161579304075,2.27458894555183,0.134335655902279,0.373827142598777,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.604870976035674
"PKM",0.318871360457136,6.65655095116959,2.26427334980659,0.134375419334492,0.599823150827921,TRUE,FALSE,TRUE,FALSE,"Pericytes",10,102,16,86,FALSE,0.604870976035674
"ACHE",-0.306185782100888,3.72324325266764,2.26571209698993,0.134876890025107,0.757506352062813,TRUE,TRUE,TRUE,TRUE,"MLI_1",10,108,16,92,FALSE,0.604870976035674
"ADCY10",0.321230141622777,3.95857126228609,2.25026541046358,0.136199941896058,0.531234415313742,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.605055492728177
"DOT1L",0.259179811383269,5.46639071985332,2.25352383038362,0.136266058733849,0.376971914347195,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.605055492728177
"PRKCE",-0.0869548490414635,9.23806174034453,2.24960726682925,0.136474780949837,0.49426802661355,TRUE,FALSE,TRUE,TRUE,"Granule",10,109,16,93,FALSE,0.605055492728177
"ACLY",0.20296249332706,4.55252171378707,2.24257992731862,0.137086154598897,0.378050836848773,TRUE,FALSE,FALSE,FALSE,"Bergmann",10,108,16,92,FALSE,0.60546384947846
"BRAF",-0.121454596753285,8.48909747723038,2.22097977311152,0.138882195461034,0.735851023478651,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.61108166002855
"BACE1",0.128785111001107,5.73321450303289,2.20401126345903,0.140333412037855,0.537346743580517,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.613198479410997
"HDAC6",0.130942694537212,5.71446630235036,2.20305609010722,0.140415089196172,0.537346743580517,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.613198479410997
"KAT2B",0.149034817253495,7.01686736429253,2.17776323271313,0.142618166325751,0.780101920579834,TRUE,FALSE,FALSE,FALSE,"Purkinje",10,108,16,92,FALSE,0.616076593639681
