"logFC","logCPM","F","PValue","BH_FDR_full_transcriptome_within_cell_type_supplementary","gene_symbol","cell_type","minimum_nuclei","n_donors","n_et_donors","n_control_donors","nominal_p_lt_0_05","BH_FDR_carbonic_anhydrase_tests_within_threshold_supplementary"
-0.0970641388325961,3.13911762755997,0.435053876134165,0.510851748077456,0.811605982822647,"CA9","Granule",20,109,16,93,FALSE,0.975977604010638
0.107800017812365,4.64421574919852,0.425082297881784,0.515683623321381,0.849704410479375,"CA8","OPC",20,107,16,91,FALSE,0.975977604010638
-0.158729153421675,4.45600879497744,0.37708620924575,0.540216183382265,0.940320425194607,"CA8","MLI_2",20,104,16,88,FALSE,0.975977604010638
0.111078701938204,4.09890624837887,0.338671152315862,0.561695079099473,0.849829576038403,"CA8","Oligodendrocytes",20,107,16,91,FALSE,0.975977604010638
0.0717202107379026,4.51923391387156,0.322055290594151,0.571436590689065,0.85363767068667,"CA3","Oligodendrocytes",20,107,16,91,FALSE,0.975977604010638
0.0720711143045536,4.66700044714928,0.315618963240741,0.575301878623972,0.87718234539873,"CA3","OPC",20,107,16,91,FALSE,0.975977604010638
0.0387918486306587,10.962748210285,0.315152981277311,0.575548081763004,0.911272625512263,"CA10","Golgi",20,106,16,90,FALSE,0.975977604010638
-0.0739565196814444,4.53063455802979,0.313899006887345,0.576360284035321,0.929627572255202,"CA3","MLI_1",20,108,16,92,FALSE,0.975977604010638
0.120094300996919,4.09223296886486,0.311179382579091,0.577901751317661,0.933191119036841,"CA13","Purkinje",20,108,16,92,FALSE,0.975977604010638
-0.0809696424039785,6.55757766609758,0.294566059784887,0.588430396510758,0.865144549153315,"CA11","Astrocytes",20,108,16,92,FALSE,0.975977604010638
-0.0520391706350632,10.8746772832067,0.280600448753026,0.597327570704092,0.86938409455498,"CA10","Astrocytes",20,108,16,92,FALSE,0.975977604010638
-0.0428966641976031,10.9398226420496,0.276650771761422,0.599829261422824,0.908384016422738,"CA10","UBC",20,103,16,87,FALSE,0.975977604010638
0.0879642804583885,4.20494625779151,0.256261807681856,0.613711868102559,0.861687425438285,"CA8","Granule",20,109,16,93,FALSE,0.975977604010638
-0.0648464335409769,3.96160535122532,0.242173441883007,0.623532906887403,0.938571926322467,"CA13","MLI_1",20,108,16,92,FALSE,0.975977604010638
-0.044990048515213,4.5250137807863,0.219880986184717,0.640033585613891,0.874360397988029,"CA3","Granule",20,109,16,93,FALSE,0.975977604010638
0.0318374596926577,10.9489102600903,0.201304622024043,0.654490364019599,0.92377714429538,"CA10","Microglia",20,107,16,91,FALSE,0.975977604010638
0.118462158153799,6.2412954624336,0.184361829054041,0.66858789862058,0.926164104197797,"CA4","UBC",20,103,16,87,FALSE,0.975977604010638
0.0653715642269486,6.55684014441272,0.175136771311259,0.676443200901151,0.903131124604867,"CA11","Oligodendrocytes",20,107,16,91,FALSE,0.975977604010638
-0.0930224492966014,-0.412903638593337,0.170216579140144,0.680512495328091,0.892544909036958,"CA5A","Granule",20,109,16,93,FALSE,0.975977604010638
